education,branch,skills,interests,career_goal,experience,recommended_career
Undergraduate,Commerce/B.Com,"Communication,Problem Solving,Data Analytics,Economics,SQL",Government Jobs,Financial Consultant,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Law/LLB,"Negotiation,Legal Writing,Communication","Law,Social Impact",Public Prosecutor,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"HTML,React,Java",Business,Data Scientist,"2 projects, 0 internships",Software Engineer
Undergraduate,Science/B.Sc,"Python,Data Analytics,SQL,Data Visualization,NumPy,Communication","Technology,Business",Data Analyst,"1 projects, 1 internships",Data Analyst
Undergraduate,Science/B.Sc,"Mathematics,SQL,Pandas","Finance,Research",Financial Risk Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Computer Science,"Python,Data Structures,CSS,React,JavaScript","Technology,Business",Data Scientist,"2 projects, 0 internships",Software Engineer
Undergraduate,Business/BBA,"Project Management,Leadership,Marketing,Communication,Business Strategy","Management,Media,Entrepreneurship",Product Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Computer Science,"React,Java,SQL,Node.js,JavaScript,Algorithms",Business,DevOps Engineer,"1 projects, 1 internships",Software Engineer
Undergraduate,Computer Science,"CSS,Python,Java,Data Structures,Algorithms,C++","AI/ML,Business",Data Scientist,"1 projects, 1 internships",Software Engineer
Undergraduate,Commerce/B.Com,"Time Management,Scrum,Communication,Taxation","Business,Finance",Unknown Career,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Business/BBA,"Communication,Leadership,Project Management,Public Speaking,Sales",Entrepreneurship,Product Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Commerce/B.Com,"Economics,Communication,Taxation","Finance,Government Jobs,Business",Chartered Accountant,"0 projects, 0 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Statistics,Pandas,Mathematics,Python,Data Visualization,SQL",Finance,Data Scientist,"1 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"NumPy,Communication,SQL","Research,Technology",Actuarial Analyst,"1 projects, 1 internships",Data Analyst
Undergraduate,Computer Science,"CSS,C++,SQL,Data Structures",AI/ML,DevOps Engineer,"2 projects, 1 internships",Software Engineer
Undergraduate,Electronics & Communication,"Figma,C++,Physics Lab","Engineering,Research",Embedded Systems Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Physics Lab,Linear Algebra,Data Structures,Python,AWS",Research,Embedded Systems Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"REST APIs,Java,React,CSS,C++,Git","Business,Technology,AI/ML",Data Scientist,"2 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Constitutional Law,Negotiation,Technical Writing,Communication,Legal Writing,Public Speaking","Law,Social Impact,Government Jobs",Patent Attorney,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Kubernetes,Linear Algebra,Mathematics,Physics Lab",Technology,IoT Systems Architect,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Python,Statistics,NumPy,Pandas","Business,Finance",Data Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Taxation,Economics,Communication,Time Management,Financial Accounting",Finance,Unknown Career,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"Python,Kubernetes,Mathematics,Figma,AWS","Research,Engineering",IoT Systems Architect,"0 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Communication,Problem Solving,Writing,Chemistry Lab,Physics Lab,Python","Research,Defence",High School Physics Teacher,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Linear Algebra,C++,Figma,Data Structures",Engineering,Embedded Systems Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Kubernetes,Physics Lab,C++,Linear Algebra","Research,Engineering,Technology",Network Security Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Project Management,Business Strategy,Leadership,Communication,Sales","Business,Entrepreneurship",Marketing Manager,"2 projects, 1 internships",Product Manager
Undergraduate,Business/BBA,"Marketing,Communication,Leadership,Sales,Public Speaking,Product Management",Management,Brand Strategist,"2 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Communication,Constitutional Law,Legal Writing",Law,Corporate Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"React,Python,Java,REST APIs",AI/ML,Data Scientist,"1 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Law,Leadership,Communication","Law,Government Jobs",Corporate Lawyer,"1 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"C++,REST APIs,React,SQL,Node.js,Git","AI/ML,Technology",Cloud Architect,"0 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Leadership,Public Speaking,Technical Writing","Law,Social Impact,Government Jobs",Corporate Lawyer,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Law/LLB,"Law,Negotiation,Communication","Government Jobs,Law",Criminal Defense Lawyer,"2 projects, 0 internships",Corporate Lawyer
Class 12,PCM Stream,"Problem Solving,Writing,Communication,Chemistry Lab,Python",Government Jobs,Research Scientist,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Constitutional Law,Technical Writing,Public Speaking,Negotiation","Social Impact,Government Jobs",Criminal Defense Lawyer,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Physics Lab,C++,Docker","Engineering,Research",IoT Systems Architect,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Product Management,SEO,Project Management","Business,Media",Brand Strategist,"2 projects, 1 internships",Product Manager
Undergraduate,Commerce/B.Com,"Problem Solving,Scrum,Time Management,Data Analytics","Government Jobs,Business",Chartered Accountant,"0 projects, 1 internships",Chartered Accountant
Undergraduate,Law/LLB,"Legal Writing,Constitutional Law,Law,Communication,Public Speaking","Social Impact,Government Jobs",Criminal Defense Lawyer,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Data Analytics,Data Visualization,NumPy,Statistics,Communication,Pandas","Technology,Finance",Financial Risk Analyst,"0 projects, 0 internships",Data Analyst
Class 12,PCM Stream,"Physics Lab,Communication,Python,Writing,Mathematics,Chemistry Lab","Engineering,Government Jobs",High School Physics Teacher,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Legal Writing,Leadership,Public Speaking,Negotiation","Law,Social Impact",Public Prosecutor,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Business/BBA,"Sales,Project Management,Leadership,Marketing,SEO","Business,Media",Marketing Manager,"1 projects, 0 internships",Product Manager
Undergraduate,Electronics & Communication,"Data Structures,Kubernetes,Docker",Engineering,Network Security Engineer,"0 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Financial Accounting,Problem Solving,Communication,Scrum,SQL","Government Jobs,Finance",Investment Banker,"2 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Chemistry Lab,Communication,Problem Solving,Writing,Physics Lab,Python",Research,Research Scientist,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"Python,Data Visualization,SQL,Pandas,Statistics,NumPy","Technology,Business,Finance",Financial Risk Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Data Visualization,Python,Communication,Statistics,SQL",Research,Data Analyst,"2 projects, 0 internships",Data Analyst
Undergraduate,Computer Science,"SQL,React,JavaScript","AI/ML,Business",Cloud Architect,"2 projects, 1 internships",Software Engineer
Undergraduate,Electronics & Communication,"Python,Linear Algebra,Data Structures,C++,Kubernetes,AWS","Research,Technology",Network Security Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Python,Problem Solving,Chemistry Lab,Mathematics","Research,Government Jobs,Defence",Defense Officer (Army/Navy/Air Force),"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"NumPy,SQL,Communication,Mathematics","Business,Finance,Technology",Data Scientist,"1 projects, 1 internships",Data Analyst
Class 12,PCM Stream,"Mathematics,Chemistry Lab,Python",Defence,Research Scientist,"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Economics,SQL,Problem Solving,Financial Accounting,Communication",Finance,Investment Banker,"0 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Physics Lab,Chemistry Lab,Python","Research,Government Jobs,Engineering",High School Physics Teacher,"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Physics Lab,Figma,Docker,Python,Linear Algebra",Research,VLSI Design Engineer,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Data Analytics,Taxation,SQL,Problem Solving,Time Management,Economics",Business,Unknown Career,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Economics,SQL,Taxation,Data Analytics,Communication,Financial Accounting","Government Jobs,Finance,Business",Chartered Accountant,"2 projects, 1 internships",Chartered Accountant
Undergraduate,Business/BBA,"Communication,Public Speaking,Marketing,Sales,SEO","Business,Management,Entrepreneurship",Brand Strategist,"0 projects, 0 internships",Product Manager
Undergraduate,Computer Science,"Algorithms,Java,HTML,SQL,REST APIs,CSS",Business,Software Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Law/LLB,"Public Speaking,Law,Technical Writing,Communication,Constitutional Law,Negotiation","Government Jobs,Law",Patent Attorney,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Business/BBA,"Sales,Product Management,Communication,Public Speaking",Business,Product Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Commerce/B.Com,"Scrum,Communication,SQL,Financial Accounting,Time Management,Taxation",Business,Chartered Accountant,"2 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Physics Lab,Mathematics,Writing,Communication,Problem Solving",Government Jobs,Defense Officer (Army/Navy/Air Force),"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Science/B.Sc,"NumPy,Data Analytics,Pandas,Mathematics,Data Visualization,Python","Research,Technology,Finance",Data Analyst,"0 projects, 1 internships",Data Analyst
Undergraduate,Law/LLB,"Leadership,Technical Writing,Legal Writing,Constitutional Law","Social Impact,Government Jobs,Law",Public Prosecutor,"1 projects, 1 internships",Corporate Lawyer
Class 12,PCM Stream,"Communication,Mathematics,Python",Defence,Civil Servant (IAS/IPS),"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Constitutional Law,Public Speaking,Legal Writing,Leadership","Government Jobs,Social Impact,Law",Corporate Lawyer,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"Statistics,Mathematics,Communication,SQL","Research,Business,Finance",Data Analyst,"0 projects, 0 internships",Data Analyst
Class 12,PCM Stream,"Chemistry Lab,Physics Lab,Mathematics,Problem Solving,Writing,Python","Engineering,Government Jobs",Research Scientist,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Leadership,Sales,SEO,Public Speaking,Communication","Business,Media,Entrepreneurship",Product Manager,"2 projects, 1 internships",Product Manager
Class 12,PCM Stream,"Mathematics,Problem Solving,Writing","Research,Defence",High School Physics Teacher,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Communication,Project Management,Product Management","Media,Entrepreneurship,Management",Management Consultant,"0 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"Figma,Mathematics,Docker","Engineering,Technology,Research",IoT Systems Architect,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"CSS,Algorithms,SQL,Data Structures,React,Node.js",Business,Software Engineer,"1 projects, 1 internships",Software Engineer
Undergraduate,Law/LLB,"Legal Writing,Law,Leadership,Constitutional Law,Technical Writing,Communication",Government Jobs,Criminal Defense Lawyer,"1 projects, 0 internships",Corporate Lawyer
Class 12,PCM Stream,"Chemistry Lab,Python,Physics Lab,Communication","Defence,Research",Research Scientist,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Python,Writing,Communication",Engineering,High School Physics Teacher,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Sales,Leadership,Business Strategy,SEO",Business,Marketing Manager,"0 projects, 1 internships",Product Manager
Undergraduate,Business/BBA,"Product Management,SEO,Business Strategy","Media,Entrepreneurship,Business",Brand Strategist,"1 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Constitutional Law,Leadership,Communication,Legal Writing","Government Jobs,Law",Criminal Defense Lawyer,"0 projects, 1 internships",Corporate Lawyer
Class 12,PCM Stream,"Physics Lab,Communication,Writing,Chemistry Lab,Mathematics","Engineering,Research,Government Jobs",High School Physics Teacher,"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Communication,Economics,Scrum,Taxation,Problem Solving,Time Management","Finance,Business,Government Jobs",Chartered Accountant,"2 projects, 1 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Pandas,Data Visualization,Communication,Python",Technology,Data Analyst,"0 projects, 0 internships",Data Analyst
Undergraduate,Law/LLB,"Constitutional Law,Technical Writing,Communication,Public Speaking,Leadership","Social Impact,Government Jobs",Corporate Lawyer,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Electronics & Communication,"Linear Algebra,Mathematics,C++,Data Structures,Physics Lab,Kubernetes","Technology,Engineering,Research",VLSI Design Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"REST APIs,HTML,Git","Technology,AI/ML",DevOps Engineer,"1 projects, 1 internships",Software Engineer
